programa_codigo;programa_descricao;projeto_atividade_codigo;projeto_atividade_descricao;unidade_orcamentaria_codigo;unidade_orcamentaria_sigla;unidade_orcamentaria_nome;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro;valor_despesa_liquidada_rp;valor_pago_rp
1;MINAS INTEGRA E TRANSPARENTE;4304;PROMOCAO DO ACESSO A INFORMACAO E DA TRANSPARENCIA;1521;CGE;CONTROLADORIA-GERAL DO ESTADO;1219310,69;977155,93;965533,8;204290,04;204290,04
1;PESQUISA CIENTIFICA, DESENVOLVIMENTO TECNOLOGICO E INOVACAO;4098;FOMENTO A INOVACAO CIENTIFICA E TECNOLOGICA JUNTO AO SETOR EMPRESARIAL;2071;FAPEMIG;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
2;ASSISTENCIA A SAUDE DOS SEGURADOS E DOS SEUS DEPENDENTES;4001;ASSISTENCIA MEDICO-HOSPITALAR AOS SEGURADOS MILITARES E AOS SEUS DEPENDENTES;2121;IPSM;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
2;ASSISTENCIA A SAUDE DOS SEGURADOS E DOS SEUS DEPENDENTES;4002;ASSISTENCIA ODONTOLOGICA AOS SEGURADOS MILITARES E A SEUS DEPENDENTES;2121;IPSM;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
2;AUDITORIA INTERNA PARA O FUTURO;4309;ESTRUTURACAO TECNOLOGICA E INSTITUCIONALIZACAO DA AUDITORIA CONTINUA;1521;CGE;CONTROLADORIA-GERAL DO ESTADO;58509,11;41371,11;41189,19;15432,84;15144,23
2;SAUDE INTEGRADA;4003;GESTAO DA POLITICA HOSPITALAR - COMPLEXO DE URGENCIA E EMERGENCIA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
2;SAUDE INTEGRADA;4004;GESTAO DA POLITICA HOSPITALAR - COMPLEXO DE ESPECIALIDADES;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
2;SAUDE INTEGRADA;4006;GESTAO DA POLITICA HOSPITALAR - COMPLEXO DE HOSPITAIS GERAIS;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
2;SAUDE INTEGRADA;4299;AQUISICAO, ARMAZENAMENTO E DISTRIBUICAO DE MEDICAMENTOS BASICOS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
2;SAUDE INTEGRADA;4308;GESTAO DA POLITICA HOSPITALAR - FORTALECIMENTO E MELHORIA DA QUALIDADE DOS HOSPITAIS DO SISTEMA UNIC;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;420713,13
2;SAUDE INTEGRADA                                                                                                         ;4003;GESTAO DA POLITICA HOSPITALAR - COMPLEXO DE URGENCIA E EMERGENCIA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
2;SAUDE INTEGRADA                                                                                                         ;4282;ASSISTENCIA HOSPITALAR E AMBULATORIAL / PROGRAMACAO PACTUADA INTEGRADA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
3;ENFRENTAMENTO DA CORRUPCAO E RECUPERACAO DE ATIVOS;4303;EXECUCAO DE ACOES INVESTIGATIVAS E RECUPERACAO DE ATIVOS;1521;CGE;CONTROLADORIA-GERAL DO ESTADO;57291,48;40527,34;37108,15;7639,0;12641,76
3;ENFRENTAMENTO DA CORRUPCAO E RECUPERACAO DE ATIVOS;4311;APURACAO DE RESPONSABILIDADE DE AGENTES PUBLICOS E PESSOAS JURIDICAS;1521;CGE;CONTROLADORIA-GERAL DO ESTADO;57291,48;40527,34;37108,15;3400,4;3400,4
3;GESTAO ESTRATEGICA DA INVESTIGACAO CRIMINAL;4005;EXERCICIO DE POLICIA JUDICIARIA E INVESTIGACAO CRIMINAL;1511;PCMG;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
3;MELHOR EMPREGO;4605;PROGRAMA DE DESENVOLVIMENTO DA EDUCACAO PROFISSIONAL (PEP);1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
4;CGE INTEGRADA E EFICIENTE;4313;COORDENACAO DAS UNIDADES DESCENTRALIZADAS DA CGE;1521;CGE;CONTROLADORIA-GERAL DO ESTADO;168691,8;146333,76;142568,48;596,0;596,0
4;CGE INTEGRADA E EFICIENTE;4314;GOVERNANCA TIC PARA O CONTROLE INTERNO;1521;CGE;CONTROLADORIA-GERAL DO ESTADO;168691,8;146333,76;142568,48;581034,55;553095,61
5;EDICAO, IMPRESSAO, COMERCIALIZACAO E DIVULGACAO DO JORNAL MINAS GERAIS E DOS SERVICOS GRAFICOS;4040;EDICAO E IMPRESSAO DO JORNAL MINAS GERAIS E DE SERVICOS GRAFICOS;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;;;;0,0;0,0
5;INVESTIGACAO;4022;PERICIAS TECNICO-CIENTIFICAS;1511;PCMG;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
5;INVESTIGACAO;4025;GESTAO DAS UNIDADES POLICIAIS;1511;PCMG;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
6;ASSISTENCIA A SAUDE DOS SEGURADOS E DOS SEUS DEPENDENTES;4008;ASSISTENCIA A SAUDE DOS SEGURADOS E DE SEUS DEPENDENTES;2121;IPSM;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;393433927,91;387033872,41;378564021,12;4102443,76;7983970,16
6;ASSISTENCIA A SAUDE DOS SEGURADOS E DOS SEUS DEPENDENTES;4009;ASSITENCIA ODONTOLOGICA AOS SEGURADOS MILITARES E A SEUS DEPENDENTES;2121;IPSM;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;393433927,91;387033872,41;378564021,12;549554,03;599273,96
7;EDUCACAO SUPERIOR;4001;OFERTA DE CURSOS DE GRADUACAO;2311;UNIMONTES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;42210096,16;26212061,53;22924662,33;2393724,37;2242180,21
7;EDUCACAO SUPERIOR;4002;APOIO AS ATIVIDADES DE PESQUISA, INOVACAO E TECNOLOGIA.;2311;UNIMONTES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;42210096,16;26212061,53;22924662,33;1469,36;1469,36
7;EDUCACAO SUPERIOR;4004;APOIO AOS PROGRAMAS DE POS-GRADUACAO STRICTO SENSU.;2311;UNIMONTES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;42210096,16;26212061,53;22924662,33;68350,28;83945,31
7;EDUCACAO SUPERIOR;4005;ASSISTENCIA ESTUDANTIL;2311;UNIMONTES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;42210096,16;26212061,53;22924662,33;28599,78;28165,14
7;EDUCACAO SUPERIOR;4006;OFERTA DE ENSINO TECNICO E PROFISSIONAL;2311;UNIMONTES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;42210096,16;26212061,53;22924662,33;6051763,6;5609735,14
7;EDUCACAO SUPERIOR;4017;MANUTENCAO DO HOSPITAL DE ENSINO;2311;UNIMONTES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;42210096,16;26212061,53;22924662,33;10955801,24;9947572,08
7;EDUCACAO SUPERIOR;4550;FORNECIMENTO DE REFEICOES NA UNIVERSIDADE;2311;UNIMONTES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;42210096,16;26212061,53;22924662,33;1254693,33;1245585,72
7;VALORIZACAO DO SERVIDOR;2003;FORMACAO E CAPACITACAO;1511;PCMG;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
8;AVANCA MINAS OLIMPICA;1297;GERACAO SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
8;PRESTACAO DE SERVICOS PREVIDENCIARIOS;4010;AUXILIOS PREVIDENCIARIOS E ASSISTENCIAIS CONCEDIDOS AOS SEGURADOS E AOS SEUS DEPENDENTES;2121;IPSM;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;12779098,29;12275753,09;10245743,13;1977286,82;1794344,49
8;PRESTACAO DE SERVICOS PREVIDENCIARIOS;4011;AUXILIO RECLUSAO CONCEDIDO AOS DEPENDENTES DO SEGURADO;2121;IPSM;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;12779098,29;12275753,09;10245743,13;0,0;64362,9
9;PROGRAMA DE APOIO HABITACIONAL AOS MILITARES DO ESTADO DE MINAS GERAIS;4349;FINANCIAMENTO HABITACIONAL AOS SERVIDORES MILITARES;4541;FAHMEMG;FUNDO DE APOIO HABITACIONAL AOS MILITARES DO ESTADO DE MINAS GERAIS;238804,0;151205,25;142902,15;30324,78;28664,16
9;PROGRAMA ESTADUAL DE COOPERATIVISMO DA AGRICULTURA FAMILIAR E AGROINDUSTRIA FAMILIAR;2034;AGROINDUSTRIA FAMILIAR E INFRAESTRUTURA;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;;;;0,0;0,0
10;DIVERSIDADE E INCLUSAO;4021;EDUCACAO DO CAMPO - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
10;DIVERSIDADE E INCLUSAO;4051;EDUCACAO DO CAMPO - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
10;DIVERSIDADE E INCLUSAO;4053;EDUCACAO ESPECIAL - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
10;DIVERSIDADE E INCLUSAO;4063;EDUCACAO ESPECIAL - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
10;DIVERSIDADE E INCLUSAO;4066;EDUCACAO INDIGENA - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
10;DIVERSIDADE E INCLUSAO;4075;EDUCACAO INDIGENA - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
10;DIVERSIDADE E INCLUSAO;4079;EDUCACAO QUILOMBOLA - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
10;DIVERSIDADE E INCLUSAO;4115;EDUCACAO QUILOMBOLA - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
10;REGULACAO E FISCALIZACAO DOS SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO E ATENDIMENTO AOS USUARIOS;4013;REGULACAO E FISCALIZACAO ECONOMICO-FINANCEIRA;2441;ARSAE -MG;AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA;1909795,33;631869,73;630024,9;30151,66;18338,16
10;REGULACAO E FISCALIZACAO DOS SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO E ATENDIMENTO AOS USUARIOS;4014;REGULACAO OPERACIONAL E FISCALIZACAO DA PRESTACAO DE SERVICOS;2441;ARSAE -MG;AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA;1909795,33;631869,73;630024,9;68987,8;60012,41
10;REGULACAO E FISCALIZACAO DOS SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO E ATENDIMENTO AOS USUARIOS;4015;ATENDIMENTO AO INTERESSADO NA PRESTACAO DE SERVICOS;2441;ARSAE -MG;AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA;1909795,33;631869,73;630024,9;26445,58;15075,1
11;SERVICOS PRESTADOS PELO IPSEMG NA REDE PROPRIA;4087;ATENCAO A SAUDE MEDICA HOSPITALAR NA CAPITAL;2011;IPSEMG;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
12;POLITICA PUBLICA DE METROLOGIA E AVALIACAO DA CONFORMIDADE;4024;EXECUCAO DO CONTROLE METROLOGICO NO ESTADO DE MINAS GERAIS;2331;IPEMMG;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;4031481,65;3622537,07;3411551,17;782610,17;723416,45
12;POLITICA PUBLICA DE METROLOGIA E AVALIACAO DA CONFORMIDADE;4026;AVALIACAO DA CONFORMIDADE DE PRODUTOS E SERVICOS NO MERCADO MINEIRO (VISITAS);2331;IPEMMG;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;4031481,65;3622537,07;3411551,17;13294,03;13217,59
14;GESTAO FISCAL, CONTABIL E FINANCEIRA DO ESTADO;2017;MANUTENCAO DO DATACENTER E SERVICOS DE SUPORTE;1191;SEF;SECRETARIA DE ESTADO DE FAZENDA;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;1077;EDUCACAO EM TEMPO INTEGRAL - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;2130;PROVIMENTO E GESTAO DO ENSINO FUNDAMENTAL - APOIO ADMINISTRATIVO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;2131;PROVIMENTO E GESTAO DO ENSINO MEDIO - APOIO ADMINISTRATIVO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;4187;PROGRAMA DE INTERVENCAO PEDAGOGICA - ENSINO FUNDAMENTAL - PIP/EF;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;4585;PROVIMENTO E GESTAO DO ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;4586;PROVIMENTO E GESTAO DO ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
17;PRO-ESCOLA;4593;GESTAO DA INFRAESTRUTURA DO SISTEMA ESTADUAL DE EDUCACAO  - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
17;PRO-ESCOLA;4594;GESTAO DA INFRAESTRUTURA DO SISTEMA ESTADUAL DE EDUCACAO - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
18;ASSISTENCIA HEMATOLOGICA E HEMOTERAPICA;4037;DESENVOLVIMENTO DO PROGRAMA DE SANGUE E HEMODERIVADOS;2321;HEMOMINAS;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;;;;0,0;0,0
18;COMUNICACAO INSTITUCIONAL E DE UTILIDADE PUBLICA;2001;ASSESSORIA DE PUBLICIDADE;1711;SECOM;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;74492772,6;18303772,95;16265105,59;55224413,77;49995741,52
18;COMUNICACAO INSTITUCIONAL E DE UTILIDADE PUBLICA;2002;ASSESSORIA DE IMPRENSA;1711;SECOM;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;74492772,6;18303772,95;16265105,59;30418,19;30184,41
18;COMUNICACAO INSTITUCIONAL E DE UTILIDADE PUBLICA;2003;ASSESSORIA DE COMUNICACAO DIGITAL;1711;SECOM;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;74492772,6;18303772,95;16265105,59;6512,23;6354,49
19;ATENCAO HOSPITALAR ESPECIALIZADA;4029;ATENCAO  AO SISTEMA ESTADUAL DE TRANSPLANTES;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;1389461,04;1367957,0
19;ATENCAO HOSPITALAR ESPECIALIZADA;4029;ATENCAO INTEGRAL AO SISTEMA ESTADUAL DE TRANSPLANTES;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;0,0;0,0
19;ATENCAO HOSPITALAR ESPECIALIZADA;4030;ATENCAO A SAUDE NAS UNIDADES ASSISTENCIAIS DE REABILITACAO E CUIDADOS INTEGRADOS;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;9942378,02;9584083,64
19;ATENCAO HOSPITALAR ESPECIALIZADA;4030;ATENCAO INTEGRAL NAS UNIDADES ASSISTENCIAIS DE REABILITACAO E CUIDADOS INTEGRADOS;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;0,0;0,0
19;ATENCAO HOSPITALAR ESPECIALIZADA;4031;ATENCAO A SAUDE NAS UNIDADES ASSISTENCIAIS DE REFERENCIA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;13198366,61;13276398,95
19;ATENCAO HOSPITALAR ESPECIALIZADA;4031;ATENCAO INTEGRAL NAS UNIDADES ASSISTENCIAIS DE REFERENCIA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;3889,11;3854,27
19;ATENCAO HOSPITALAR ESPECIALIZADA;4032;ATENCAO A SAUDE NAS UNIDADES ASSISTENCIAIS DE SAUDE MENTAL;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;2269462,52;2065087,93
19;ATENCAO HOSPITALAR ESPECIALIZADA;4034;ATENCAO A SAUDE NO COMPLEXO HOSPITALAR DE BARBACENA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;7995977,3;7874673,99
19;ATENCAO HOSPITALAR ESPECIALIZADA;4034;ATENCAO INTEGRAL NO COMPLEXO HOSPITALAR DE BARBACENA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;0,0;0,0
19;ATENCAO HOSPITALAR ESPECIALIZADA;4035;ATENCAO A SAUDE NO COMPLEXO HOSPITALAR DE ESPECIALIDADES;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;29362029,13;27441501,7
19;ATENCAO HOSPITALAR ESPECIALIZADA;4035;ATENCAO INTEGRAL NO COMPLEXO HOSPITALAR DE ESPECIALIDADES;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;684,0;8189,76
19;ATENCAO HOSPITALAR ESPECIALIZADA;4036;ATENCAO A SAUDE NO COMPLEXO HOSPITALAR DE URGENCIA E EMERGENCIA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;22449991,7;23317593,35
19;ATENCAO HOSPITALAR ESPECIALIZADA;4036;ATENCAO INTEGRAL NO COMPLEXO HOSPITALAR DE URGENCIA E EMERGENCIA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;381893215,63;293381836,92;251207687,8;275795,52;275965,36
20;INFRAESTRUTURA DE DEFESA SOCIAL;1206;MODERNIZACAO DO SISTEMA SOCIOEDUCATIVO;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4055;ATENDIMENTO AO ADOLESCENTE EM CONFLITO COM A LEI - CUMPRIMENTO DE MEDIDAS SOCIOEDUCATIVAS DE SEMILIB;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4207;ATENDIMENTO A SAUDE DO ADOLESCENTE EM CONFLITO COM A LEI;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4207;UNIDADES DE SAUDE DO SISTEMA SOCIOEDUCATIVO;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4214;UNIDADES DE SAUDE DO SISTEMA PRISIONAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4214;UNIDADES DE SAUDE DO SISTEMA PRISIONAL;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4321;ATENDIMENTO AO ADOLESCENTE EM CONFLITO COM A LEI - CUMPRIMENTO DE MEDIDAS SOCIOEDUCATIVAS EM MEIO FE;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4379;CUSTODIA E RESSOCIALIZACAO DE PRESOS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL                                                                                         ;4379;CUSTODIA E RESSOCIALIZACAO DE PRESOS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
21;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4065;ATIVIDADE DE ENSINO DE GRADUACAO PRESENCIAL E A DISTANCIA;2351;UEMG;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
21;GESTAO INTEGRADA DE DEFESA SOCIAL;4056;PRODUCAO DE INFORMACOES DE DEFESA SOCIAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
21;GESTAO INTEGRADA DE DEFESA SOCIAL;4320;INTEGRACAO E PROMOCAO DA QUALIDADE OPERACIONAL DO SISTEMA DE DEFESA SOCIAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
21;SANEAMENTO E RESIDUOS ESPECIAIS;4028;PROMOCAO DAS POLITICAS PUBLICAS DE ABASTECIMENTO DE AGUA, ESGOTAMENTO SANITARIO E DRENAGEM DE AGUAS;1371;SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;6252164,75;3143803,57;2937894,64;277082,1;3473162,06
21;SANEAMENTO E RESIDUOS ESPECIAIS;4037;GESTAO DE RESIDUOS E CENTRO MINEIRO DE REFERENCIA EM RESIDUOS;1371;SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;6252164,75;3143803,57;2937894,64;3439,22;558337,46
21;SANEAMENTO E RESIDUOS ESPECIAIS;4044;BOLSA RECICLAGEM;1371;SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;6252164,75;3143803,57;2937894,64;748174,5;748174,5
22;CONSTRUINDO O FUTURO POR MEIO DA CIENCIA, DA TECNOLOGIA E DA INOVACAO;4048;FORMACAO, CAPACITACAO, ATRACAO E FIXACAO DE PESSOAS PARA ATUACAO EM CIENCIA, TECNOLOGIA E INOVACAO;2071;FAPEMIG;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;217514588,46;162020073,85;158171963,48;19292,99;833001,24
22;CONSTRUINDO O FUTURO POR MEIO DA CIENCIA, DA TECNOLOGIA E DA INOVACAO;4362;COMUNICACAO CIENTIFICA;2071;FAPEMIG;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;217514588,46;162020073,85;158171963,48;72975,6;490855,89
22;CONSTRUINDO O FUTURO POR MEIO DA CIENCIA, DA TECNOLOGIA E DA INOVACAO;4387;FOMENTO A INOVACAO DE BASE CIENTIFICA OU TECNOLOGICA;2071;FAPEMIG;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;217514588,46;162020073,85;158171963,48;182366,26;792443,86
22;CONSTRUINDO O FUTURO POR MEIO DA CIENCIA, DA TECNOLOGIA E DA INOVACAO;4513;FOMENTO A PESQUISA CIENTIFICA BASICA E APLICADA E AO DESENVOLVIMENTO TECNOLOGICO;2071;FAPEMIG;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;217514588,46;162020073,85;158171963,48;518494,9;622998,45
23;JOVENS MINEIROS PROTAGONISTAS;4174;POUPANCA JOVEM;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
23;POLITICAS PARA CRIANCAS E ADOLESCENTES;4207;PROJETOS ESPECIAIS DE PROMOCAO E PROTECAO DE CRIANCAS E ADOLESCENTES;4091;FIA;FUNDO PARA A INFANCIA E A ADOLESCENCIA;;;;0,0;0,0
24;APOIO AO DESENVOLVIMENTO MUNICIPAL, A CAPTACAO E A COORDENACAO DA TRANSFERENCIA DE RECURSOS;2007;EXECUCAO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;;;;0,0;0,0
25;LARES GERAES                                                                                                            ;1001;PROGRAMA LARES HABITACAO POPULAR;4101;FEH;FUNDO ESTADUAL DE HABITACAO;;;;0,0;0,0
25;LARES GERAES                                                                                                            ;1022;PROGRAMA LARES GERAES SEGURANCA PUBLICA;4101;FEH;FUNDO ESTADUAL DE HABITACAO;;;;0,0;0,0
25;MONITORAMENTO, CONTROLE E FISCALIZACAO AMBIENTAL;4038;FISCALIZACAO AMBIENTAL;1371;SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;2152999,74;1953478,46;1690145,54;344863,67;332452,87
26;DESENVOLVIMENTO DA INFRAESTRUTURA MUNICIPAL E REGIONAL;1005;APOIO AOS MUNICIPIOS E REGIOES EM INTERVENCOES DE INFRAESTRUTURA URBANA E RURAL;1301;SEINFRA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;;;;0,0;0,0
26;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4086;ATIVIDADE DE ENSINO DE GRADUACAO PRESENCIAL E A DISTANCIA;2351;UEMG;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;52978637,65;33559913,88;30667091,89;15870452,77;15085722,47
