programa_codigo;programa_descricao;projeto_atividade_codigo;projeto_atividade_descricao;unidade_orcamentaria_codigo;unidade_orcamentaria_sigla;unidade_orcamentaria_nome;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro;valor_despesa_liquidada_rp;valor_pago_rp
167;PROGRAMA ESTADUAL DE DESENVOLVIMENTO DA EDUCACAO BASICA;1093;PROGRAMA DE RECOMPOSICAO DAS APRENDIZAGENS - PRA;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;410505092,33;277171340,66;254504308,13;0,0;348,3
167;PROGRAMA ESTADUAL DE DESENVOLVIMENTO DA EDUCACAO BASICA;2118;TRILHAS DE FUTURO - ESTUDANTES;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;410505092,33;277171340,66;254504308,13;27034298,07;29252103,02
167;PROGRAMA ESTADUAL DE DESENVOLVIMENTO DA EDUCACAO BASICA;2122;DESENVOLVIMENTO DO ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;410505092,33;277171340,66;254504308,13;0,0;0,0
167;PROGRAMA ESTADUAL DE DESENVOLVIMENTO DA EDUCACAO BASICA;2123;ESCOLA DE FORMACAO PROFISSIONAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;410505092,33;277171340,66;254504308,13;0,0;0,0
167;PROGRAMA ESTADUAL DE DESENVOLVIMENTO DA EDUCACAO BASICA;4511;DESENVOLVIMENTO DO ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;410505092,33;277171340,66;254504308,13;0,0;40070410,85
167;PROGRAMA ESTADUAL DE DESENVOLVIMENTO DA EDUCACAO BASICA;4512;DESENVOLVIMENTO DA EDUCACAO PROFISSIONAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;410505092,33;277171340,66;254504308,13;5333639,7;5441932,22
168;GESTAO DA REDE FISICA ESTADUAL DE ENSINO;2126;RENOVACAO DE MOBILIARIO E/OU EQUIPAMENTO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;332674063,5;244044450,21;240083027,12;0,0;22947275,33
168;GESTAO DA REDE FISICA ESTADUAL DE ENSINO;4519;MAOS A OBRA;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;332674063,5;244044450,21;240083027,12;9450346,24;107487802,65
168;GESTAO DA REDE FISICA ESTADUAL DE ENSINO;4524;MANUTENCAO PREDIAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;332674063,5;244044450,21;240083027,12;206132,02;183651,94
168;GESTAO DA REDE FISICA ESTADUAL DE ENSINO;4527;CUSTEIO DAS UNIDADES ESCOLARES;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;332674063,5;244044450,21;240083027,12;43551806,07;42909223,09
168;GESTAO DE INFRAESTRUTURA EDUCACIONAL;4519;MAOS A OBRA;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;448852,23
168;GESTAO DE INFRAESTRUTURA EDUCACIONAL;4520;APOIO A GESTAO DE INFRAESTRUTURA EDUCACIONAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
168;GESTAO DE INFRAESTRUTURA EDUCACIONAL;4521;CONECTIVIDADE ESCOLAR;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;10983,92;10182,09
168;GESTAO DE INFRAESTRUTURA EDUCACIONAL;4523;REALIZACAO DE OBRAS ESTRUTURAIS;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;1720976,94;1665554,79
169;GESTAO DO SISTEMA ESTADUAL DE EDUCACAO;2064;GESTAO DAS SUPERINTENDENCIAS REGIONAIS DE ENSINO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;138234424,15;94879451,78;86447232,52;6681564,14;5663189,7
169;GESTAO DO SISTEMA ESTADUAL DE EDUCACAO;2128;GESTAO DO ORGAO CENTRAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;138234424,15;94879451,78;86447232,52;24167230,75;25350936,28
169;GESTAO DO SISTEMA ESTADUAL DE EDUCACAO;2129;OPERACIONALIZACAO DAS ACOES DOS CONSELHOS;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;138234424,15;94879451,78;86447232,52;103555,0;94430,49
169;SUPORTE AO SISTEMA EDUCACIONAL MINEIRO;2128;APOIO AO SISTEMA ESTADUAL DE EDUCACAO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;6191,63;5839,83
170;MODALIDADES E TEMATICAS ESPECIAIS DE ENSINO;4536;MOBILIZACAO DAS JUVENTUDES;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
172;COOPERACAO ESTADO-MUNICIPIO NA AREA EDUCACIONAL;4548;REGIME DE COLABORACAO ESTADO-MUNICIPIO NA AREA EDUCACIONAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
172;PROGRAMA ESTADUAL DE COOPERACAO ESTADO-MUNICIPIO NA AREA EDUCACIONAL;4545;PROGRAMA DE FORTALECIMENTO DAS ESCOLAS MUNICIPAIS;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;782470866,62;782470866,62;678065095,92;0,0;26455397,49
173;VIGILANCIA EM SAUDE;4237;VIGILANCIA AMBIENTAL;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;7481603,13;17502128,53
173;VIGILANCIA EM SAUDE;4464;EMERGENCIAS EM SAUDE PUBLICA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;73055,35;1416180,72
173;VIGILANCIA EM SAUDE;4470;VIGILANCIA EM SAUDE DO TRABALHADOR E DA TRABALHADORA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;2200701,78
173;VIGILANCIA EM SAUDE;4471;VIGILANCIA EPIDEMIOLOGICA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;9369033,46;8741357,31
173;VIGILANCIA EM SAUDE;4471;VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
173;VIGILANCIA EM SAUDE;4472;VIGILANCIA SANITARIA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;6184232,71;12248158,3
173;VIGILANCIA EM SAUDE;4500;PROGRAMA ESTADUAL DA VIGILANCIA EM SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;17280231,97
173;VIGILANCIA EM SAUDE;4536;PREVENCAO E TRATAMENTO DAS IST/AIDS E HEPATITES VIRAIS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
173;VIGILANCIA EM SAUDE;4553;PROGRAMA ESTADUAL DE CONTROLE DAS DOENCAS TRANSMITIDAS PELO AEDES;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
173;VIGILANCIA EM SAUDE;4553;PROGRAMA ESTADUAL DE VIGILANCIA E CONTROLE DE DOENCAS TRANSMITIDAS PELO AEDES;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
174;POLITICA ESTADUAL DE ATENCAO HOSPITALAR;4623;DESENVOLVIMENTO DA POLITICA DE ATENCAO HOSPITALAR;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
175;ASSISTENCIA FARMACEUTICA;4484;ABASTECIMENTO DE MEDICAMENTOS BASICOS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;21706208,81
175;ASSISTENCIA FARMACEUTICA;4496;FORTALECIMENTO DA ASSISTENCIA FARMACEUTICA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;62679,21;2357273,25
175;ASSISTENCIA FARMACEUTICA;4515;FORTALECIMENTO DA INFORMACAO EM ASSISTENCIA FARMACEUTICA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
175;ASSISTENCIA FARMACEUTICA;4537;ABASTECIMENTO DE MEDICAMENTOS ESPECIALIZADOS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
175;ASSISTENCIA FARMACEUTICA;4537;ABASTECIMENTO DE MEDICAMENTOS ESPECIALIZADOS.;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
175;ASSISTENCIA FARMACEUTICA;4621;ESTRUTURACAO DA ASSISTENCIA FARMACEUTICA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
175;ASSISTENCIA FARMACEUTICA;4622;APOIO AO CUIDADO NA ASSISTENCIA FARMACEUTICA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
178;COORDENACAO E MANUTENCAO DO SISTEMA PRISIONAL                                                                           ;4065;CUSTODIA E REINTEGRACAO SOCIAL NAS UNIDADES PRISIONAIS DA ZONA DA MATA;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
178;MINAS ESPORTIVA;4551;DESENVOLVIMENTO DO ESPORTE EDUCACIONAL;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;;;;0,0;0,0
179;REDES DE ATENCAO A SAUDE;4225;FORTALECIMENTO DA ATENCAO A SAUDE BUCAL;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
179;REDES DE ATENCAO A SAUDE;4485;APOIO E FORTALECIMENTO DA REDE DE CUIDADO A PESSOA COM DEFICIENCIA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;128888,8
179;REDES DE ATENCAO A SAUDE;4490;IMPLEMENTACAO E APOIO A ATENCAO ESPECIALIZADA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;8462200,14
179;REDES DE ATENCAO A SAUDE;4491;APOIO E FORTALECIMENTO A REDE DE URGENCIA E EMERGENCIA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;6847219,56;36696450,32
179;REDES DE ATENCAO A SAUDE;4494;APOIO E FORTALECIMENTO A REDE DE ATENCAO A SAUDE DAS MULHERES E CRIANCAS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;471210,01
179;REDES DE ATENCAO A SAUDE;4494;APOIO E FORTALECIMENTO DA REDE CEGONHA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;518065,63
179;REDES DE ATENCAO A SAUDE;4578;APOIO E FORTALECIMENTO DA REDE DE ATENCAO PSICOSSOCIAL;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
179;REDES DE ATENCAO A SAUDE;4584;FORTALECIMENTO DA ATENCAO AMBULATORIAL E HOSPITALAR DE MEDIA E ALTA COMPLEXIDADE PARA A POPULACAO IN;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
180;GESTAO DO SISTEMA UNICO DE SAUDE;4223;ATENDIMENTO A MEDIDAS JUDICIAIS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
180;GESTAO DO SISTEMA UNICO DE SAUDE;4497;FORTALECIMENTO DA ARTICULACAO INTERGESTORES DE SAUDE DO SUS/MG;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
180;GESTAO DO SISTEMA UNICO DE SAUDE;4503;PROMOCAO E FORTALECIMENTO DA PARTICIPACAO DO CONTROLE SOCIAL NA AREA DA SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
180;GESTAO DO SISTEMA UNICO DE SAUDE;4573;DESENVOLVIMENTO E APOIO AS ACOES DE SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
183;REGULACAO;4487;GESTAO DA REGULACAO DO ACESSO;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
183;REGULACAO;4487;GESTAO DAS CENTRAIS E DOS SISTEMAS DE REGULACAO ASSISTENCIAL;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
183;REGULACAO;4492;GESTAO DOS RECURSOS FINANCEIROS E DOS INSTRUMENTOS DE MACRO REGULACAO DA ATENCAO AMBULATORIAL E HOSP;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
183;REGULACAO;4492;GESTAO DOS RECURSOS FINANCEIROS PARA CUSTEIO DA ATENCAO AMBULATORIAL E HOSPITALAR DE MEDIA E ALTA CO;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
186;CIDADE ADMINISTRATIVA;4501;GESTAO E OPERACAO DA CIDADE ADMINISTRATIVA;1501;SEPLAG;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;;;;0,0;0,0
192;ATENCAO BASICA A SAUDE;4015;ATENCAO A SAUDE DAS COMUNIDADES INDIGENAS E QUILOMBOLAS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
192;ATENCAO BASICA A SAUDE;4527;FORTALECIMENTO DA ATENCAO BASICA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;25053968,49
192;ATENCAO BASICA A SAUDE;4531;APOIO AO DESENVOLVIMENTO DA ATENCAO BASICA INTEGRAL E RESOLUTIVA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
192;ATENCAO BASICA A SAUDE;4532;IMPLEMENTACAO DA POLITICA ESTADUAL DE PROMOCAO DA SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
192;ATENCAO PRIMARIA A SAUDE;4015;ATENCAO A SAUDE DAS COMUNIDADES INDIGENAS E QUILOMBOLAS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
192;ATENCAO PRIMARIA A SAUDE;4015;PROMOCAO DA EQUIDADE E ATENCAO A SAUDE DOS GRUPOS E INDIVIDUOS HISTORICAMENTE VULNERABILIZADOS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
192;ATENCAO PRIMARIA A SAUDE;4527;FORTALECIMENTO DA ATENCAO PRIMARIA A SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;118847025,77
192;ATENCAO PRIMARIA A SAUDE;4532;IMPLEMENTACAO DA POLITICA ESTADUAL DE PROMOCAO DA SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
194;GESTAO DA SECRETARIA DE ESTADO DE SAUDE;2073;PLANEJAMENTO, GESTAO E FINANCAS - SES;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
194;GESTAO DA SECRETARIA DE ESTADO DE SAUDE;2080;ACOES DE TECNOLOGIA DA INFORMACAO - SES;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
194;POLITICAS SOBRE DROGAS;4128;PREVENCAO E DESCENTRALIZACAO DA POLITICA SOBRE DROGAS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
194;POLITICAS SOBRE DROGAS;4599;SISTEMA INTEGRADO DE POLITICAS SOBRE DROGAS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
194;POLITICAS SOBRE DROGAS;4602;MUNICIPALIZACAO E DESCENTRALIZACAO DAS POLITICAS SOBRE DROGAS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
196;COORDENACAO E GESTAO DO SISTEMA SOCIOEDUCATIVO                                                                          ;4321;GESTAO DOS CENTROS SOCIOEDUCATIVOS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
203;PREVENCAO SOCIAL A CRIMINALIDADE;4579;PREVENCAO SOCIAL AS VIOLENCIAS E CRIMINALIDADES;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
204;ROMPIMENTO DA TRAJETORIA INFRACIONAL DOS ADOLESCENTES DO ESTADO;4581;ATENDIMENTO A SAUDE DO ADOLESCENTE EM CONFLITO COM A LEI;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
204;ROMPIMENTO DA TRAJETORIA INFRACIONAL DOS ADOLESCENTES DO ESTADO;4581;ATENDIMENTO A SAUDE DO ADOLESCENTE EM CUMPRIMENTO DE MEDIDA SOCIOEDUCATIVA DE PRIVACAO DE LIBERDADE;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
204;ROMPIMENTO DA TRAJETORIA INFRACIONAL DOS ADOLESCENTES DO ESTADO;4595;ATENDIMENTO AO ADOLESCENTE EM CUMPRIMENTO DAS MEDIDAS SOCIOEDUCATIVAS DE INTERNACAO E INTERNACAO PRO;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
204;ROMPIMENTO DA TRAJETORIA INFRACIONAL DOS ADOLESCENTES DO ESTADO;4595;ATENDIMENTO AO ADOLESCENTE EM CUMPRIMENTO DE INTERNACAO, INTERNACAO PROVISORIA OU INTERNACAO SANCAO;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
205;GESTAO INTEGRADA DE SEGURANCA PUBLICA;1147;IMPLANTACAO E OPERACIONALIZACAO DO CENTRO INTEGRADO DE SEGURANCA PUBLICA (CISP);1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
205;GESTAO INTEGRADA DE SEGURANCA PUBLICA;1147;OPERACIONALIZACAO DO ATENDIMENTO DE DENUNCIAS E CHAMADAS DE EMERGENCIA POLICIAL E DE BOMBEIRO E ACOE;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
205;GESTAO INTEGRADA DE SEGURANCA PUBLICA;4610;FORMACAO E CAPACITACAO DOS PROFISSIONAIS DO SISTEMA DE SEGURANCA PUBLICA;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
205;GESTAO INTEGRADA DE SEGURANCA PUBLICA;4615;PRODUCAO DE INFORMACOES DE DEFESA SOCIAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
205;GESTAO INTEGRADA DE SEGURANCA PUBLICA;4618;INTEGRACAO E PROMOCAO DA QUALIDADE OPERACIONAL DO SISTEMA DE DEFESA SOCIAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
205;GESTAO INTEGRADA DE SEGURANCA PUBLICA;4618;INTEGRACAO E PROMOCAO DA QUALIDADE OPERACIONAL DO SISTEMA DE SEGURANCA PUBLICA;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
208;INFRAESTRUTURA DO SISTEMA PRISIONAL;1136;MODERNIZACAO E EXPANSAO DO SISTEMA PRISIONAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
208;INFRAESTRUTURA DO SISTEMA PRISIONAL;4601;CUSTODIA E RESSOCIALIZACAO DE PRESOS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
208;INFRAESTRUTURA DO SISTEMA PRISIONAL;4603;UNIDADES DE SAUDE DO SISTEMA PRISIONAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
211;ESCOLAS SUSTENTAVEIS;4572;TRANSPORTE ESCOLAR;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;ESCOLAS SUSTENTAVEIS;4638;CONECTIVIDADE, CULTURA DIGITAL E ACESSO AS MIDIAS CONTEMPORANEAS - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;ESCOLAS SUSTENTAVEIS;4643;GESTAO DA INFRAESTRUTURA - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;829,81;45055,95
211;ESCOLAS SUSTENTAVEIS;4644;CONECTIVIDADE, CULTURA DIGITAL E ACESSO AS MIDIAS CONTEMPORANEAS -  ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;ESCOLAS SUSTENTAVEIS;4645;GESTAO DA INFRAESTRUTURA - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;ESCOLAS SUSTENTAVEIS;4646;MANUTENCAO ESCOLAR - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;ESCOLAS SUSTENTAVEIS;4647;MANUTENCAO ESCOLAR - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;INFRAESTRUTURA, CUSTEIO E ORGANIZACAO ESCOLAR;2129;ORGANIZACAO ESCOLAR - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;INFRAESTRUTURA, CUSTEIO E ORGANIZACAO ESCOLAR;4643;GESTAO DA INFRAESTRUTURA - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;INFRAESTRUTURA, CUSTEIO E ORGANIZACAO ESCOLAR;4645;GESTAO DA INFRAESTRUTURA - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;INFRAESTRUTURA, CUSTEIO E ORGANIZACAO ESCOLAR;4646;MANUTENCAO ESCOLAR - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
211;INFRAESTRUTURA, CUSTEIO E ORGANIZACAO ESCOLAR;4647;MANUTENCAO ESCOLAR - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2081;FORMACAO DOS PROFISSIONAIS DA EDUCACAO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2131;PAGAMENTO DE PESSOAL DA EDUCACAO INFANTIL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2134;PAGAMENTO DE PESSOAL DA EDUCACAO ESPECIAL - MAGISTERIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2135;PAGAMENTO DE PESSOAL DA EDUCACAO DE JOVENS E ADULTOS - APOIO ADMINISTRATIVO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2136;PAGAMENTO DE PESSOAL DA EDUCACAO ESPECIAL - APOIO ADMINISTRATIVO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2137;PAGAMENTO DE PESSOAL DO ENSINO FUNDAMENTAL - APOIO ADMINISTRATIVO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2138;PAGAMENTO DE PESSOAL DA EDUCACAO DE JOVENS E ADULTOS - MAGISTERIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2140;PAGAMENTO DE PESSOAL DO ENSINO MEDIO - APOIO ADMINISTRATIVO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2142;PAGAMENTO DE PESSOAL DO ENSINO PROFISSIONAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2143;PAGAMENTO DE PESSOAL DO ENSINO MEDIO - MAGISTERIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
212;VALORIZACAO E FORMACAO DOS PROFISSIONAIS DA EDUCACAO;2144;PAGAMENTO DE PESSOAL DO ENSINO FUNDAMENTAL - MAGISTERIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
213;CONVIVENCIA DEMOCRATICA;1159;AFROCONSCIENCIA - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
213;CONVIVENCIA DEMOCRATICA;1161;EDUCACAO, CONVIVENCIA DEMOCRATICA E PARTICIPACAO SOCIAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
213;CONVIVENCIA DEMOCRATICA;4651;POUPANCA JOVEM;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
213;LARES GERAES                                                                                                            ;1078;PLANO MINEIRO DE HABITACAO POPULAR;4101;FEH;FUNDO ESTADUAL DE HABITACAO;;;;0,0;0,0
213;LARES GERAES                                                                                                            ;1078;PROGRAMA LARES - HABITACAO POPULAR;4101;FEH;FUNDO ESTADUAL DE HABITACAO;;;;0,0;0,0
214;DESENVOLVIMENTO DA EDUCACAO BASICA;4128;EDUCACAO DE JOVENS E ADULTOS - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
214;DESENVOLVIMENTO DA EDUCACAO BASICA;4134;EDUCACAO DE JOVENS E ADULTOS - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
214;DESENVOLVIMENTO DA EDUCACAO BASICA;4653;DESENVOLVIMENTO DO ENSINO PROFISSIONAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
214;DESENVOLVIMENTO DA EDUCACAO BASICA;4656;EDUCACAO INTEGRAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
214;DESENVOLVIMENTO DA EDUCACAO BASICA;4657;DESENVOLVIMENTO DO ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
214;DESENVOLVIMENTO DA EDUCACAO BASICA;4658;DESENVOLVIMENTO DO ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
214;EDUCACAO INTEGRAL E INTEGRADA;2067;ORGANIZACAO E FUNCIONAMENTO ESCOLAR;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
214;EDUCACAO INTEGRAL E INTEGRADA;4188;ESCOLAS POLEM;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
214;EDUCACAO INTEGRAL E INTEGRADA;4188;ESCOLAS POLEM - POLOS DE EDUCACAO MULTIPLA;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
